userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Silke Syahidah,2,2023-06-10 10:10:51,"Untuk pesan goride atau go car seringkali dapat driver yang jaraknya agak jauh, mempersulit costumer yg butuh cepat. Jauh lebih baik pakai grab selalu dapat yg terdekat",Negatif,untuk pesan goride atau go car seringkali dapat driver yang jaraknya agak jauh mempersulit costumer yg butuh cepat jauh lebih baik pakai grab selalu dapat yg terdekat,pesan goride go car seringkali driver jaraknya mempersulit costumer yg butuh cepat pakai grab yg terdekat,"['pesan', 'goride', 'go', 'car', 'seringkali', 'driver', 'jaraknya', 'mempersulit', 'costumer', 'yg', 'butuh', 'cepat', 'pakai', 'grab', 'yg', 'terdekat']",pesan goride go car seringkali driver jarak sulit costumer yg butuh cepat pakai grab yg dekat
Chef Juntay,1,2023-06-10 07:48:09,"TELITI LAGI!!! Gak suka sama kebijakan xp. Gimana rasanya? Udah bangun aplikasi selevel bintang 4. Sekarang harus turun level. ??? Gak enak kan?.. Gimana coba andai Skrg saya tiap pesan apapun di aplikasi GO-JEK akan selalu kasih bintang 1. Mau driver, food atau apapun. Biar kalian tau gimana a rasanya turun level. Gak enak!",Negatif,teliti lagi gak suka sama kebijakan xp gimana rasanya udah bangun aplikasi selevel bintang  sekarang harus turun level  gak enak kan gimana coba andai skrg saya tiap pesan apapun di aplikasi gojek akan selalu kasih bintang  mau driver food atau apapun biar kalian tau gimana a rasanya turun level gak enak,teliti gak suka kebijakan xp gimana udah bangun aplikasi selevel bintang turun level gak enak gimana coba andai skrg pesan apapun aplikasi gojek kasih bintang driver food apapun biar tau gimana a turun level gak enak,"['teliti', 'gak', 'suka', 'kebijakan', 'xp', 'gimana', 'udah', 'bangun', 'aplikasi', 'selevel', 'bintang', 'turun', 'level', 'gak', 'enak', 'gimana', 'coba', 'andai', 'skrg', 'pesan', 'apapun', 'aplikasi', 'gojek', 'kasih', 'bintang', 'driver', 'food', 'apapun', 'biar', 'tau', 'gimana', 'a', 'turun', 'level', 'gak', 'enak']",teliti gak suka bijak xp gimana udah bangun aplikasi level bintang turun level gak enak gimana coba andai skrg pesan apa aplikasi gojek kasih bintang driver food apa biar tau gimana a turun level gak enak
Brahma Arum,1,2023-06-10 04:25:17,"Cuma mau ngasih tau, jangan pernah langganan gofood plus. Begitu langganan semua promo selain gofood plus pasti ilang.",Negatif,cuma mau ngasih tau jangan pernah langganan gofood plus begitu langganan semua promo selain gofood plus pasti ilang,ngasih tau langganan gofood plus langganan promo gofood plus ilang,"['ngasih', 'tau', 'langganan', 'gofood', 'plus', 'langganan', 'promo', 'gofood', 'plus', 'ilang']",ngasih tau langgan gofood plus langgan promo gofood plus ilang
Ayu Puspita,5,2023-06-10 03:28:34,"Dulu: Banyak bonus. Bisa pesan lintas kota. kurangnya cuma yg super partner, klo menu ga sesuai, ga bisa di cancel walaupun resto dah konfirmasi. Sekarang: ""Lebih mahal ongkos kirim dan biaya lain-lain"" daripada harga satuan barang/makanan tsb. Ga logis. Dan ga ada diskon walau beli banyak s.d 200rban, klo mau ada diskon harus beli voucher dulu.",Positif,dulu banyak bonus bisa pesan lintas kota kurangnya cuma yg super partner klo menu ga sesuai ga bisa di cancel walaupun resto dah konfirmasi sekarang lebih mahal ongkos kirim dan biaya lainlain daripada harga satuan barangmakanan tsb ga logis dan ga ada diskon walau beli banyak sd rban klo mau ada diskon harus beli voucher dulu,bonus pesan lintas kota kurangnya yg super partner klo menu ga sesuai ga cancel resto dah konfirmasi mahal ongkos kirim biaya lainlain harga satuan barangmakanan tsb ga logis ga diskon beli sd rban klo diskon beli voucher,"['bonus', 'pesan', 'lintas', 'kota', 'kurangnya', 'yg', 'super', 'partner', 'klo', 'menu', 'ga', 'sesuai', 'ga', 'cancel', 'resto', 'dah', 'konfirmasi', 'mahal', 'ongkos', 'kirim', 'biaya', 'lainlain', 'harga', 'satuan', 'barangmakanan', 'tsb', 'ga', 'logis', 'ga', 'diskon', 'beli', 'sd', 'rban', 'klo', 'diskon', 'beli', 'voucher']",bonus pesan lintas kota kurang yg super partner klo menu ga sesuai ga cancel resto dah konfirmasi mahal ongkos kirim biaya lainlain harga satu barangmakanan tsb ga logis ga diskon beli sd rban klo diskon beli voucher
Yesi Official,4,2023-06-09 23:53:12,"Aplikasinya bagus, fitur² di dalam aplikasai lengkap, pesanan cepat sampai tujuan.. Tingkatkan lagi...",Positif,aplikasinya bagus fitur di dalam aplikasai lengkap pesanan cepat sampai tujuan tingkatkan lagi,aplikasinya bagus fitur aplikasai lengkap pesanan cepat tujuan tingkatkan,"['aplikasinya', 'bagus', 'fitur', 'aplikasai', 'lengkap', 'pesanan', 'cepat', 'tujuan', 'tingkatkan']",aplikasi bagus fitur aplikasai lengkap pesan cepat tuju tingkat
Muhammad Yusa,1,2023-06-09 14:37:43,"Min, kenapa sekarang aplikasi GoJek makin Jelek sih, mau pesan makanan digofood gax ada Voucher gratis ongkir & cashbacknya, Nyesel banget nih, aku udah download, udah isi saldo E-money, ternyata Gak sesuai keinginan Malah MAHAL² banget lagi. Sekarang GoJek udah gak kaya Dulu lagi yang banyak Voucher, Cashback, Potongan Harga, makin kesini, jadi makin Burik ajh nih Aplikasi. 😤😠",Negatif,min kenapa sekarang aplikasi gojek makin jelek sih mau pesan makanan digofood gax ada voucher gratis ongkir  cashbacknya nyesel banget nih aku udah download udah isi saldo emoney ternyata gak sesuai keinginan malah mahal banget lagi sekarang gojek udah gak kaya dulu lagi yang banyak voucher cashback potongan harga makin kesini jadi makin burik ajh nih aplikasi ,min aplikasi gojek jelek sih pesan makanan digofood gax voucher gratis ongkir cashbacknya nyesel banget nih udah download udah isi saldo emoney gak sesuai mahal banget gojek udah gak kaya voucher cashback potongan harga kesini burik ajh nih aplikasi,"['min', 'aplikasi', 'gojek', 'jelek', 'sih', 'pesan', 'makanan', 'digofood', 'gax', 'voucher', 'gratis', 'ongkir', 'cashbacknya', 'nyesel', 'banget', 'nih', 'udah', 'download', 'udah', 'isi', 'saldo', 'emoney', 'gak', 'sesuai', 'mahal', 'banget', 'gojek', 'udah', 'gak', 'kaya', 'voucher', 'cashback', 'potongan', 'harga', 'kesini', 'burik', 'ajh', 'nih', 'aplikasi']",min aplikasi gojek jelek sih pesan makan digofood gax voucher gratis ongkir cashbacknya nyesel banget nih udah download udah isi saldo emoney gak sesuai mahal banget gojek udah gak kaya voucher cashback potong harga kesini burik ajh nih aplikasi
Prasetyo Bagus,1,2023-06-09 11:00:42,"Tolong buat apk Gojek di kurangin lagi buat ongkirnya, mana ada harga ongkir lebih tinggi dari pada harga makanannya, harga makanan cuman 15rb ongkirnya bisa 35rb tolong dong ngotak sedikit padahal jarak dekat, harusnya adanya apk ini memudahkan masyarakat tuk gunakannya ini malah mau membunuh nya",Negatif,tolong buat apk gojek di kurangin lagi buat ongkirnya mana ada harga ongkir lebih tinggi dari pada harga makanannya harga makanan cuman rb ongkirnya bisa rb tolong dong ngotak sedikit padahal jarak dekat harusnya adanya apk ini memudahkan masyarakat tuk gunakannya ini malah mau membunuh nya,tolong apk gojek kurangin ongkirnya harga ongkir harga makanannya harga makanan cuman rb ongkirnya rb tolong ngotak jarak apk memudahkan masyarakat tuk gunakannya membunuh nya,"['tolong', 'apk', 'gojek', 'kurangin', 'ongkirnya', 'harga', 'ongkir', 'harga', 'makanannya', 'harga', 'makanan', 'cuman', 'rb', 'ongkirnya', 'rb', 'tolong', 'ngotak', 'jarak', 'apk', 'memudahkan', 'masyarakat', 'tuk', 'gunakannya', 'membunuh', 'nya']",tolong apk gojek rangin ongkirnya harga ongkir harga makan harga makan cuman rb ongkirnya rb tolong ngotak jarak apk mudah masyarakat tuk guna bunuh nya
Wahyu Putra,2,2023-06-09 06:53:55,Aplikasi sangat kurang memuaska saya pesan gobox Kenapa harus dapat driver yang jauh dari lokasi saya Sedangkan di sekitar lokasi saya banya driver tolooooong segera diperbaiki klo tidak mau castamer pindah ke apk sebelah,Negatif,aplikasi sangat kurang memuaska saya pesan gobox kenapa harus dapat driver yang jauh dari lokasi saya sedangkan di sekitar lokasi saya banya driver tolooooong segera diperbaiki klo tidak mau castamer pindah ke apk sebelah,aplikasi memuaska pesan gobox driver lokasi lokasi banya driver tolooooong diperbaiki klo castamer pindah apk sebelah,"['aplikasi', 'memuaska', 'pesan', 'gobox', 'driver', 'lokasi', 'lokasi', 'banya', 'driver', 'tolooooong', 'diperbaiki', 'klo', 'castamer', 'pindah', 'apk', 'sebelah']",aplikasi memuaska pesan gobox driver lokasi lokasi banya driver tolooooong baik klo castamer pindah apk belah
Rani Silfi Kamila,1,2023-06-09 05:27:48,"bintang 1 dulu, semoga back ke sistem awal yang bisa nerapin double voucher utk gopud krn ongkirnya ga masuk akal padahal jaraknya g sampe 1 KM., padahal dri apk.a sendiri sdh naik utk harga makanan kdg2 harga naiknya juga ga ngotak, belum lgi utk biaya pelayanan, biaya pengemasan, kdg masih kena parkir, apalagi utk resto ternama udh jelas kena ppn. ntr klo udh glow up fitur dan servicenya baru kasih bintang penuh. saran apk.a dibikin biar bisa review dgn ngunggah rekaman/foto (unboxing). bye",Negatif,bintang  dulu semoga back ke sistem awal yang bisa nerapin double voucher utk gopud krn ongkirnya ga masuk akal padahal jaraknya g sampe  km padahal dri apka sendiri sdh naik utk harga makanan kdg harga naiknya juga ga ngotak belum lgi utk biaya pelayanan biaya pengemasan kdg masih kena parkir apalagi utk resto ternama udh jelas kena ppn ntr klo udh glow up fitur dan servicenya baru kasih bintang penuh saran apka dibikin biar bisa review dgn ngunggah rekamanfoto unboxing bye,bintang semoga back sistem nerapin double voucher utk gopud krn ongkirnya ga masuk akal jaraknya g sampe km dri apka sdh utk harga makanan kdg harga naiknya ga ngotak lgi utk biaya pelayanan biaya pengemasan kdg kena parkir utk resto ternama udh kena ppn ntr klo udh glow up fitur servicenya kasih bintang penuh saran apka dibikin biar review dgn ngunggah rekamanfoto unboxing bye,"['bintang', 'semoga', 'back', 'sistem', 'nerapin', 'double', 'voucher', 'utk', 'gopud', 'krn', 'ongkirnya', 'ga', 'masuk', 'akal', 'jaraknya', 'g', 'sampe', 'km', 'dri', 'apka', 'sdh', 'utk', 'harga', 'makanan', 'kdg', 'harga', 'naiknya', 'ga', 'ngotak', 'lgi', 'utk', 'biaya', 'pelayanan', 'biaya', 'pengemasan', 'kdg', 'kena', 'parkir', 'utk', 'resto', 'ternama', 'udh', 'kena', 'ppn', 'ntr', 'klo', 'udh', 'glow', 'up', 'fitur', 'servicenya', 'kasih', 'bintang', 'penuh', 'saran', 'apka', 'dibikin', 'biar', 'review', 'dgn', 'ngunggah', 'rekamanfoto', 'unboxing', 'bye']",bintang moga back sistem nerapin double voucher utk gopud krn ongkirnya ga masuk akal jarak g sampe km dri apka sdh utk harga makan kdg harga naik ga ngotak lgi utk biaya layan biaya emas kdg kena parkir utk resto nama udh kena ppn ntr klo udh glow up fitur servicenya kasih bintang penuh saran apka bikin biar review dgn ngunggah rekamanfoto unboxing bye
Tohari Betja,1,2023-06-09 04:48:39,"sekarang voucernya akal akalan doang,masa pake mode hemat ongkir 5.000 sama mode reguler 11.000 total bayarnya sama saja padahal orderan jarak dekat itu masuk driver 5.000 loh tukang ojek dibayar 5.000,kalo tiap resto ada uang pengganti parkir si enak,kalo ga ada ya terpaksa parkir pinggir jalan kalo resto berbayar parkirnya",Negatif,sekarang voucernya akal akalan doangmasa pake mode hemat ongkir  sama mode reguler  total bayarnya sama saja padahal orderan jarak dekat itu masuk driver  loh tukang ojek dibayar kalo tiap resto ada uang pengganti parkir si enakkalo ga ada ya terpaksa parkir pinggir jalan kalo resto berbayar parkirnya,voucernya akal akalan doangmasa pake mode hemat ongkir mode reguler total bayarnya orderan jarak masuk driver loh tukang ojek dibayar kalo resto uang pengganti parkir si enakkalo ga ya terpaksa parkir pinggir jalan kalo resto berbayar parkirnya,"['voucernya', 'akal', 'akalan', 'doangmasa', 'pake', 'mode', 'hemat', 'ongkir', 'mode', 'reguler', 'total', 'bayarnya', 'orderan', 'jarak', 'masuk', 'driver', 'loh', 'tukang', 'ojek', 'dibayar', 'kalo', 'resto', 'uang', 'pengganti', 'parkir', 'si', 'enakkalo', 'ga', 'ya', 'terpaksa', 'parkir', 'pinggir', 'jalan', 'kalo', 'resto', 'berbayar', 'parkirnya']",voucernya akal akal doangmasa pake mode hemat ongkir mode reguler total bayar order jarak masuk driver loh tukang ojek bayar kalo resto uang ganti parkir si enakkalo ga ya paksa parkir pinggir jalan kalo resto bayar parkir
Linda Soebiyanto,5,2023-06-09 04:20:44,"Driver2nya bs antar dg tepat, ga bingung arah dan tdk salah pesanan, tdk spt pengalaman saya di aplikasi lainnya. User friendly dan lengkap. Go pay jg sgt membantu. Skrg driver2nya sangat responsif saat hujan, terimaksh masukan saya didengarkan. Mode hemat jg sangat membantu saat kantong tipis.",Positif,drivernya bs antar dg tepat ga bingung arah dan tdk salah pesanan tdk spt pengalaman saya di aplikasi lainnya user friendly dan lengkap go pay jg sgt membantu skrg drivernya sangat responsif saat hujan terimaksh masukan saya didengarkan mode hemat jg sangat membantu saat kantong tipis,drivernya bs dg ga bingung arah tdk salah pesanan tdk spt pengalaman aplikasi user friendly lengkap go pay jg sgt membantu skrg drivernya responsif hujan terimaksh masukan didengarkan mode hemat jg membantu kantong tipis,"['drivernya', 'bs', 'dg', 'ga', 'bingung', 'arah', 'tdk', 'salah', 'pesanan', 'tdk', 'spt', 'pengalaman', 'aplikasi', 'user', 'friendly', 'lengkap', 'go', 'pay', 'jg', 'sgt', 'membantu', 'skrg', 'drivernya', 'responsif', 'hujan', 'terimaksh', 'masukan', 'didengarkan', 'mode', 'hemat', 'jg', 'membantu', 'kantong', 'tipis']",drivernya bs dg ga bingung arah tdk salah pesan tdk spt alam aplikasi user friendly lengkap go pay jg sgt bantu skrg drivernya responsif hujan terimaksh masuk dengar mode hemat jg bantu kantong tipis
Dianokta Viana,1,2023-06-09 04:07:30,"Makin lama makin mahal...semua di kenain biaya, pelit promo, pas cek aplikasi lain ternyata jauh lebih murah dan promonya juga banyak dibanding gojek...",Negatif,makin lama makin mahalsemua di kenain biaya pelit promo pas cek aplikasi lain ternyata jauh lebih murah dan promonya juga banyak dibanding gojek,mahalsemua kenain biaya pelit promo pas cek aplikasi murah promonya dibanding gojek,"['mahalsemua', 'kenain', 'biaya', 'pelit', 'promo', 'pas', 'cek', 'aplikasi', 'murah', 'promonya', 'dibanding', 'gojek']",mahalsemua kenain biaya pelit promo pas cek aplikasi murah promonya banding gojek
Fransiska Simbolon,5,2023-06-09 01:34:31,Suka dgn aplikasi nya krn membantu saat ingin bepergian atau pemesanan makanan nya tapi kadang suka susah buat dpt driver nya saat butuh waktu cepat krn terkendala jarak driver nya yg dipilih🙏,Positif,suka dgn aplikasi nya krn membantu saat ingin bepergian atau pemesanan makanan nya tapi kadang suka susah buat dpt driver nya saat butuh waktu cepat krn terkendala jarak driver nya yg dipilih,suka dgn aplikasi nya krn membantu bepergian pemesanan makanan nya kadang suka susah dpt driver nya butuh cepat krn terkendala jarak driver nya yg dipilih,"['suka', 'dgn', 'aplikasi', 'nya', 'krn', 'membantu', 'bepergian', 'pemesanan', 'makanan', 'nya', 'kadang', 'suka', 'susah', 'dpt', 'driver', 'nya', 'butuh', 'cepat', 'krn', 'terkendala', 'jarak', 'driver', 'nya', 'yg', 'dipilih']",suka dgn aplikasi nya krn bantu pergi mesan makan nya kadang suka susah dpt driver nya butuh cepat krn kendala jarak driver nya yg pilih
Now You See Me,5,2023-06-08 18:02:18,"Semakin Update versi semakin memperbanyak Peraturan.. Bagus sih..!! Tapi Untuk Aplikator .. Saya kasihan dengan Mitra kalian yang Rebahan di jalan arau bahkan Meluangkan waktu nya sampai Larut Malam hanya untuk Berkontribusi dengan aplikator.. Kalian pantau lah mereka..!! Jangan hanya memperbanyak biaya ini dan itu yang membuat semakin banyak Para Consumen enggan untuk menggunakan aplikasi ini, Yang berdampak Ke Mitra kalian secara Real time Yyang onbit hingga larut malam",Positif,semakin update versi semakin memperbanyak peraturan bagus sih tapi untuk aplikator  saya kasihan dengan mitra kalian yang rebahan di jalan arau bahkan meluangkan waktu nya sampai larut malam hanya untuk berkontribusi dengan aplikator kalian pantau lah mereka jangan hanya memperbanyak biaya ini dan itu yang membuat semakin banyak para consumen enggan untuk menggunakan aplikasi ini yang berdampak ke mitra kalian secara real time yyang onbit hingga larut malam,update versi memperbanyak peraturan bagus sih aplikator kasihan mitra rebahan jalan arau meluangkan nya larut malam berkontribusi aplikator pantau memperbanyak biaya consumen enggan aplikasi berdampak mitra real time yyang onbit larut malam,"['update', 'versi', 'memperbanyak', 'peraturan', 'bagus', 'sih', 'aplikator', 'kasihan', 'mitra', 'rebahan', 'jalan', 'arau', 'meluangkan', 'nya', 'larut', 'malam', 'berkontribusi', 'aplikator', 'pantau', 'memperbanyak', 'biaya', 'consumen', 'enggan', 'aplikasi', 'berdampak', 'mitra', 'real', 'time', 'yyang', 'onbit', 'larut', 'malam']",update versi banyak atur bagus sih aplikator kasihan mitra rebah jalan arau luang nya larut malam kontribusi aplikator pantau banyak biaya consumen enggan aplikasi dampak mitra real time yyang onbit larut malam
Ariev Kurniawan,1,2023-06-08 13:46:05,"Saya komplain masalah gopaylater di aplikasi gojek, krn dinonaktifkan padahal pembayaran lancar tdk pernah telat, tiba2 di nonaktifkan dan tidak ada solusinya, kecewaa",Negatif,saya komplain masalah gopaylater di aplikasi gojek krn dinonaktifkan padahal pembayaran lancar tdk pernah telat tiba di nonaktifkan dan tidak ada solusinya kecewaa,komplain gopaylater aplikasi gojek krn dinonaktifkan pembayaran lancar tdk telat nonaktifkan solusinya kecewaa,"['komplain', 'gopaylater', 'aplikasi', 'gojek', 'krn', 'dinonaktifkan', 'pembayaran', 'lancar', 'tdk', 'telat', 'nonaktifkan', 'solusinya', 'kecewaa']",komplain gopaylater aplikasi gojek krn nonaktif bayar lancar tdk telat nonaktif solusi kecewaa
Sri Wahyuni,5,2023-06-08 03:16:29,"Aplikasi paling membantu.ngga ribet, dan sll ada aja reward nya.. Cuma klo saran kasih kupon diskon nya sesuai kan dengan apa yg sering dipesan pelanggan dong..☺️ Ky saya sering pake goride,kupon diskon nya malah dikasihnya gofood.. kan ngga kepake..😬",Positif,aplikasi paling membantungga ribet dan sll ada aja reward nya cuma klo saran kasih kupon diskon nya sesuai kan dengan apa yg sering dipesan pelanggan dong ky saya sering pake goridekupon diskon nya malah dikasihnya gofood kan ngga kepake,aplikasi membantungga ribet sll aja reward nya klo saran kasih kupon diskon nya sesuai yg dipesan pelanggan ky pake goridekupon diskon nya dikasihnya gofood ngga kepake,"['aplikasi', 'membantungga', 'ribet', 'sll', 'aja', 'reward', 'nya', 'klo', 'saran', 'kasih', 'kupon', 'diskon', 'nya', 'sesuai', 'yg', 'dipesan', 'pelanggan', 'ky', 'pake', 'goridekupon', 'diskon', 'nya', 'dikasihnya', 'gofood', 'ngga', 'kepake']",aplikasi membantungga ribet sll aja reward nya klo saran kasih kupon diskon nya sesuai yg pes langgan ky pake goridekupon diskon nya kasih gofood ngga kepake
